Number of prospects entering the Quiz Funnel,Cost per Prospect Entering the Quiz Funnel,Lead Conversion Rate,Sales per Lead,Break-even Product Price,Number of generated leads,Number of Sales,Initial Ad Investment,Revenue
13000,0.7000000000000001,0.3,0.19,12.280701754385968,3900,741,9100,9100.000000000002
13500,0.7000000000000001,0.3,0.19,12.280701754385968,4050,769.5,9450,9450.000000000002
14000,0.7000000000000001,0.3,0.19,12.280701754385968,4200,798,9800.000000000002,9800.000000000002
14500,0.7000000000000001,0.3,0.19,12.280701754385968,4350,826.5,10150.000000000002,10150.000000000002
15000,0.7000000000000001,0.3,0.19,12.280701754385968,4500,855,10500.000000000002,10500.000000000002
15500,0.7000000000000001,0.3,0.19,12.280701754385968,4650,883.5,10850.000000000002,10850.000000000002
16000,0.7000000000000001,0.3,0.19,12.280701754385968,4800,912,11200.000000000002,11200.000000000002
16500,0.7000000000000001,0.3,0.19,12.280701754385968,4950,940.5,11550.000000000002,11550.000000000002
17000,0.7000000000000001,0.3,0.19,12.280701754385968,5100,969,11900.000000000002,11900.000000000002
17500,0.7000000000000001,0.3,0.19,12.280701754385968,5250,997.5,12250.000000000002,12250.000000000002
18000,0.7000000000000001,0.3,0.19,12.280701754385968,5400,1026,12600.000000000002,12600.000000000002
18500,0.7000000000000001,0.3,0.19,12.280701754385968,5550,1054.5,12950.000000000002,12950.000000000004
19000,0.7000000000000001,0.3,0.19,12.280701754385968,5700,1083,13300.000000000002,13300.000000000004
19500,0.7000000000000001,0.3,0.19,12.280701754385968,5850,1111.5,13650.000000000002,13650.000000000004
20000,0.7000000000000001,0.3,0.19,12.280701754385968,6000,1140,14000.000000000002,14000.000000000004
1000,0.4,0.25,0.13,12.307692307692308,250,32.5,400,400
1500,0.4,0.25,0.13,12.307692307692308,375,48.75,600,600
2000,0.4,0.25,0.13,12.307692307692308,500,65,800,800
2500,0.4,0.25,0.13,12.307692307692308,625,81.25,1000,1000
3000,0.4,0.25,0.13,12.307692307692308,750,97.5,1200,1200
3500,0.4,0.25,0.13,12.307692307692308,875,113.75,1400,1400
4000,0.4,0.25,0.13,12.307692307692308,1000,130,1600,1600
4500,0.4,0.25,0.13,12.307692307692308,1125,146.25,1800,1800
5000,0.4,0.25,0.13,12.307692307692308,1250,162.5,2000,2000
5500,0.4,0.25,0.13,12.307692307692308,1375,178.75,2200,2200
6000,0.4,0.25,0.13,12.307692307692308,1500,195,2400,2400
6500,0.4,0.25,0.13,12.307692307692308,1625,211.25,2600,2600
7000,0.4,0.25,0.13,12.307692307692308,1750,227.5,2800,2800
7500,0.4,0.25,0.13,12.307692307692308,1875,243.75,3000,3000
8000,0.4,0.25,0.13,12.307692307692308,2000,260,3200,3200
8500,0.4,0.25,0.13,12.307692307692308,2125,276.25,3400,3400
9000,0.4,0.25,0.13,12.307692307692308,2250,292.5,3600,3600
9500,0.4,0.25,0.13,12.307692307692308,2375,308.75,3800,3800
10000,0.4,0.25,0.13,12.307692307692308,2500,325,4000,4000
10500,0.4,0.25,0.13,12.307692307692308,2625,341.25,4200,4200
11000,0.4,0.25,0.13,12.307692307692308,2750,357.5,4400,4400
11500,0.4,0.25,0.13,12.307692307692308,2875,373.75,4600,4600
12000,0.4,0.25,0.13,12.307692307692308,3000,390,4800,4800
12500,0.4,0.25,0.13,12.307692307692308,3125,406.25,5000,5000
13000,0.4,0.25,0.13,12.307692307692308,3250,422.5,5200,5200
13500,0.4,0.25,0.13,12.307692307692308,3375,438.75,5400,5400
14000,0.4,0.25,0.13,12.307692307692308,3500,455,5600,5600
14500,0.4,0.25,0.13,12.307692307692308,3625,471.25,5800,5800
15000,0.4,0.25,0.13,12.307692307692308,3750,487.5,6000,6000
15500,0.4,0.25,0.13,12.307692307692308,3875,503.75,6200,6200
16000,0.4,0.25,0.13,12.307692307692308,4000,520,6400,6400
16500,0.4,0.25,0.13,12.307692307692308,4125,536.25,6600,6600
17000,0.4,0.25,0.13,12.307692307692308,4250,552.5,6800,6800
17500,0.4,0.25,0.13,12.307692307692308,4375,568.75,7000,7000
18000,0.4,0.25,0.13,12.307692307692308,4500,585,7200,7200
18500,0.4,0.25,0.13,12.307692307692308,4625,601.25,7400,7400
19000,0.4,0.25,0.13,12.307692307692308,4750,617.5,7600,7600
19500,0.4,0.25,0.13,12.307692307692308,4875,633.75,7800,7800
20000,0.4,0.25,0.13,12.307692307692308,5000,650,8000,8000
1000,0.5,0.29000000000000004,0.14,12.315270935960587,290.00000000000006,40.60000000000001,500,499.99999999999994
1500,0.5,0.29000000000000004,0.14,12.315270935960587,435.00000000000006,60.90000000000001,750,749.9999999999999
2000,0.5,0.29000000000000004,0.14,12.315270935960587,580.0000000000001,81.20000000000002,1000,999.9999999999999
2500,0.5,0.29000000000000004,0.14,12.315270935960587,725.0000000000001,101.50000000000003,1250,1250
3000,0.5,0.29000000000000004,0.14,12.315270935960587,870.0000000000001,121.80000000000003,1500,1499.9999999999998
3500,0.5,0.29000000000000004,0.14,12.315270935960587,1015.0000000000001,142.10000000000002,1750,1749.9999999999998
4000,0.5,0.29000000000000004,0.14,12.315270935960587,1160.0000000000002,162.40000000000003,2000,1999.9999999999998
4500,0.5,0.29000000000000004,0.14,12.315270935960587,1305.0000000000002,182.70000000000005,2250,2250
5000,0.5,0.29000000000000004,0.14,12.315270935960587,1450.0000000000002,203.00000000000006,2500,2500
5500,0.5,0.29000000000000004,0.14,12.315270935960587,1595.0000000000002,223.30000000000004,2750,2749.9999999999995
6000,0.5,0.29000000000000004,0.14,12.315270935960587,1740.0000000000002,243.60000000000005,3000,2999.9999999999995
6500,0.5,0.29000000000000004,0.14,12.315270935960587,1885.0000000000002,263.90000000000003,3250,3249.9999999999995
7000,0.5,0.29000000000000004,0.14,12.315270935960587,2030.0000000000002,284.20000000000005,3500,3499.9999999999995
7500,0.5,0.29000000000000004,0.14,12.315270935960587,2175.0000000000005,304.5000000000001,3750,3750
8000,0.5,0.29000000000000004,0.14,12.315270935960587,2320.0000000000005,324.80000000000007,4000,3999.9999999999995
8500,0.5,0.29000000000000004,0.14,12.315270935960587,2465.0000000000005,345.1000000000001,4250,4250
9000,0.5,0.29000000000000004,0.14,12.315270935960587,2610.0000000000005,365.4000000000001,4500,4500
9500,0.5,0.29000000000000004,0.14,12.315270935960587,2755.0000000000005,385.7000000000001,4750,4750
10000,0.5,0.29000000000000004,0.14,12.315270935960587,2900.0000000000005,406.0000000000001,5000,5000
10500,0.5,0.29000000000000004,0.14,12.315270935960587,3045.0000000000005,426.3000000000001,5250,5250
11000,0.5,0.29000000000000004,0.14,12.315270935960587,3190.0000000000005,446.6000000000001,5500,5499.999999999999
11500,0.5,0.29000000000000004,0.14,12.315270935960587,3335.0000000000005,466.9000000000001,5750,5749.999999999999
12000,0.5,0.29000000000000004,0.14,12.315270935960587,3480.0000000000005,487.2000000000001,6000,5999.999999999999
12500,0.5,0.29000000000000004,0.14,12.315270935960587,3625.0000000000005,507.5000000000001,6250,6249.999999999999
13000,0.5,0.29000000000000004,0.14,12.315270935960587,3770.0000000000005,527.8000000000001,6500,6499.999999999999
13500,0.5,0.29000000000000004,0.14,12.315270935960587,3915.0000000000005,548.1000000000001,6750,6749.999999999999
14000,0.5,0.29000000000000004,0.14,12.315270935960587,4060.0000000000005,568.4000000000001,7000,6999.999999999999
14500,0.5,0.29000000000000004,0.14,12.315270935960587,4205.000000000001,588.7000000000002,7250,7250
15000,0.5,0.29000000000000004,0.14,12.315270935960587,4350.000000000001,609.0000000000002,7500,7500
15500,0.5,0.29000000000000004,0.14,12.315270935960587,4495.000000000001,629.3000000000002,7750,7750
16000,0.5,0.29000000000000004,0.14,12.315270935960587,4640.000000000001,649.6000000000001,8000,7999.999999999999
16500,0.5,0.29000000000000004,0.14,12.315270935960587,4785.000000000001,669.9000000000002,8250,8250
17000,0.5,0.29000000000000004,0.14,12.315270935960587,4930.000000000001,690.2000000000002,8500,8500
17500,0.5,0.29000000000000004,0.14,12.315270935960587,5075.000000000001,710.5000000000002,8750,8750
18000,0.5,0.29000000000000004,0.14,12.315270935960587,5220.000000000001,730.8000000000002,9000,9000
18500,0.5,0.29000000000000004,0.14,12.315270935960587,5365.000000000001,751.1000000000003,9250,9250
19000,0.5,0.29000000000000004,0.14,12.315270935960587,5510.000000000001,771.4000000000002,9500,9500
19500,0.5,0.29000000000000004,0.14,12.315270935960587,5655.000000000001,791.7000000000002,9750,9749.999999999998
20000,0.5,0.29000000000000004,0.14,12.315270935960587,5800.000000000001,812.0000000000002,10000,10000
1000,0.6,0.27,0.18000000000000002,12.345679012345675,270,48.60000000000001,600,599.9999999999999
1500,0.6,0.27,0.18000000000000002,12.345679012345675,405,72.9,900,899.9999999999998
2000,0.6,0.27,0.18000000000000002,12.345679012345675,540,97.20000000000002,1200,1199.9999999999998
2500,0.6,0.27,0.18000000000000002,12.345679012345675,675,121.50000000000001,1500,1499.9999999999998
3000,0.6,0.27,0.18000000000000002,12.345679012345675,810,145.8,1800,1799.9999999999995
3500,0.6,0.27,0.18000000000000002,12.345679012345675,945.0000000000001,170.10000000000005,2100,2100
4000,0.6,0.27,0.18000000000000002,12.345679012345675,1080,194.40000000000003,2400,2399.9999999999995
4500,0.6,0.27,0.18000000000000002,12.345679012345675,1215,218.70000000000002,2700,2699.9999999999995
5000,0.6,0.27,0.18000000000000002,12.345679012345675,1350,243.00000000000003,3000,2999.9999999999995
5500,0.6,0.27,0.18000000000000002,12.345679012345675,1485,267.3,3300,3299.999999999999
6000,0.6,0.27,0.18000000000000002,12.345679012345675,1620,291.6,3600,3599.999999999999
6500,0.6,0.27,0.18000000000000002,12.345679012345675,1755.0000000000002,315.9000000000001,3900,3900
7000,0.6,0.27,0.18000000000000002,12.345679012345675,1890.0000000000002,340.2000000000001,4200,4200
7500,0.6,0.27,0.18000000000000002,12.345679012345675,2025.0000000000002,364.50000000000006,4500,4499.999999999999
8000,0.6,0.27,0.18000000000000002,12.345679012345675,2160,388.80000000000007,4800,4799.999999999999
8500,0.6,0.27,0.18000000000000002,12.345679012345675,2295,413.1,5100,5099.999999999999
9000,0.6,0.27,0.18000000000000002,12.345679012345675,2430,437.40000000000003,5400,5399.999999999999
9500,0.6,0.27,0.18000000000000002,12.345679012345675,2565,461.70000000000005,5700,5699.999999999999
10000,0.6,0.27,0.18000000000000002,12.345679012345675,2700,486.00000000000006,6000,5999.999999999999
10500,0.6,0.27,0.18000000000000002,12.345679012345675,2835,510.30000000000007,6300,6299.999999999999
11000,0.6,0.27,0.18000000000000002,12.345679012345675,2970,534.6,6600,6599.999999999998
11500,0.6,0.27,0.18000000000000002,12.345679012345675,3105,558.9000000000001,6900,6899.999999999999
12000,0.6,0.27,0.18000000000000002,12.345679012345675,3240,583.2,7200,7199.999999999998
12500,0.6,0.27,0.18000000000000002,12.345679012345675,3375,607.5000000000001,7500,7499.999999999999
13000,0.6,0.27,0.18000000000000002,12.345679012345675,3510.0000000000005,631.8000000000002,7800,7800
13500,0.6,0.27,0.18000000000000002,12.345679012345675,3645.0000000000005,656.1000000000001,8100,8099.999999999999
14000,0.6,0.27,0.18000000000000002,12.345679012345675,3780.0000000000005,680.4000000000002,8400,8400
14500,0.6,0.27,0.18000000000000002,12.345679012345675,3915.0000000000005,704.7000000000002,8700,8700
15000,0.6,0.27,0.18000000000000002,12.345679012345675,4050.0000000000005,729.0000000000001,9000,8999.999999999998
15500,0.6,0.27,0.18000000000000002,12.345679012345675,4185,753.3000000000001,9300,9299.999999999998
16000,0.6,0.27,0.18000000000000002,12.345679012345675,4320,777.6000000000001,9600,9599.999999999998
16500,0.6,0.27,0.18000000000000002,12.345679012345675,4455,801.9000000000001,9900,9899.999999999998
17000,0.6,0.27,0.18000000000000002,12.345679012345675,4590,826.2,10200,10199.999999999998
17500,0.6,0.27,0.18000000000000002,12.345679012345675,4725,850.5000000000001,10500,10499.999999999998
18000,0.6,0.27,0.18000000000000002,12.345679012345675,4860,874.8000000000001,10800,10799.999999999998
18500,0.6,0.27,0.18000000000000002,12.345679012345675,4995,899.1000000000001,11100,11099.999999999998
19000,0.6,0.27,0.18000000000000002,12.345679012345675,5130,923.4000000000001,11400,11399.999999999998
19500,0.6,0.27,0.18000000000000002,12.345679012345675,5265,947.7000000000002,11700,11699.999999999998
20000,0.6,0.27,0.18000000000000002,12.345679012345675,5400,972.0000000000001,12000,11999.999999999998
1000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,180.00000000000003,32.400000000000006,400,400
1000,0.5,0.27,0.15000000000000002,12.345679012345677,270,40.50000000000001,500,500
1500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,270.00000000000006,48.600000000000016,600,600.0000000000001
1500,0.5,0.27,0.15000000000000002,12.345679012345677,405,60.75000000000001,750,750
2000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,360.00000000000006,64.80000000000001,800,800
2000,0.5,0.27,0.15000000000000002,12.345679012345677,540,81.00000000000001,1000,1000
2500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,450.00000000000006,81.00000000000001,1000,1000
2500,0.5,0.27,0.15000000000000002,12.345679012345677,675,101.25000000000001,1250,1250
3000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,540.0000000000001,97.20000000000003,1200,1200.0000000000002
3000,0.5,0.27,0.15000000000000002,12.345679012345677,810,121.50000000000001,1500,1500
3500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,630.0000000000001,113.40000000000003,1400,1400.0000000000002
3500,0.5,0.27,0.15000000000000002,12.345679012345677,945.0000000000001,141.75000000000003,1750,1750
4000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,720.0000000000001,129.60000000000002,1600,1600
4000,0.5,0.27,0.15000000000000002,12.345679012345677,1080,162.00000000000003,2000,2000
4500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,810.0000000000001,145.80000000000004,1800,1800.0000000000002
4500,0.5,0.27,0.15000000000000002,12.345679012345677,1215,182.25000000000003,2250,2250
5000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,900.0000000000001,162.00000000000003,2000,2000
5000,0.5,0.27,0.15000000000000002,12.345679012345677,1350,202.50000000000003,2500,2500
5500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,990.0000000000001,178.20000000000005,2200,2200
5500,0.5,0.27,0.15000000000000002,12.345679012345677,1485,222.75000000000003,2750,2750
6000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1080.0000000000002,194.40000000000006,2400,2400.0000000000005
6000,0.5,0.27,0.15000000000000002,12.345679012345677,1620,243.00000000000003,3000,3000
6500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1170.0000000000002,210.60000000000008,2600,2600.0000000000005
6500,0.5,0.27,0.15000000000000002,12.345679012345677,1755.0000000000002,263.25000000000006,3250,3250
7000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1260.0000000000002,226.80000000000007,2800,2800.0000000000005
7000,0.5,0.27,0.15000000000000002,12.345679012345677,1890.0000000000002,283.50000000000006,3500,3500
7500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1350.0000000000002,243.00000000000006,3000,3000
7500,0.5,0.27,0.15000000000000002,12.345679012345677,2025.0000000000002,303.75000000000006,3750,3750
8000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1440.0000000000002,259.20000000000005,3200,3200
8000,0.5,0.27,0.15000000000000002,12.345679012345677,2160,324.00000000000006,4000,4000
8500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1530.0000000000002,275.4000000000001,3400,3400.0000000000005
8500,0.5,0.27,0.15000000000000002,12.345679012345677,2295,344.25000000000006,4250,4250
9000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1620.0000000000002,291.6000000000001,3600,3600.0000000000005
9000,0.5,0.27,0.15000000000000002,12.345679012345677,2430,364.50000000000006,4500,4500
9500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1710.0000000000002,307.80000000000007,3800,3800
9500,0.5,0.27,0.15000000000000002,12.345679012345677,2565,384.75000000000006,4750,4750
10000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1800.0000000000002,324.00000000000006,4000,4000
10000,0.5,0.27,0.15000000000000002,12.345679012345677,2700,405.00000000000006,5000,5000
10500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1890.0000000000002,340.2000000000001,4200,4200.000000000001
10500,0.5,0.27,0.15000000000000002,12.345679012345677,2835,425.25000000000006,5250,5250
11000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,1980.0000000000002,356.4000000000001,4400,4400
11000,0.5,0.27,0.15000000000000002,12.345679012345677,2970,445.50000000000006,5500,5500
11500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2070.0000000000005,372.60000000000014,4600,4600.000000000001
11500,0.5,0.27,0.15000000000000002,12.345679012345677,3105,465.75000000000006,5750,5750
12000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2160.0000000000005,388.8000000000001,4800,4800.000000000001
12000,0.5,0.27,0.15000000000000002,12.345679012345677,3240,486.00000000000006,6000,6000
12500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2250.0000000000005,405.0000000000001,5000,5000.000000000001
12500,0.5,0.27,0.15000000000000002,12.345679012345677,3375,506.25000000000006,6250,6250
13000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2340.0000000000005,421.20000000000016,5200,5200.000000000001
13000,0.5,0.27,0.15000000000000002,12.345679012345677,3510.0000000000005,526.5000000000001,6500,6500
13500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2430.0000000000005,437.40000000000015,5400,5400.000000000001
13500,0.5,0.27,0.15000000000000002,12.345679012345677,3645.0000000000005,546.7500000000001,6750,6750
14000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2520.0000000000005,453.60000000000014,5600,5600.000000000001
14000,0.5,0.27,0.15000000000000002,12.345679012345677,3780.0000000000005,567.0000000000001,7000,7000
14500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2610.0000000000005,469.8000000000001,5800,5800.000000000001
14500,0.5,0.27,0.15000000000000002,12.345679012345677,3915.0000000000005,587.2500000000001,7250,7250
15000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2700.0000000000005,486.0000000000001,6000,6000
15000,0.5,0.27,0.15000000000000002,12.345679012345677,4050.0000000000005,607.5000000000001,7500,7500
15500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2790.0000000000005,502.20000000000016,6200,6200.000000000001
15500,0.5,0.27,0.15000000000000002,12.345679012345677,4185,627.7500000000001,7750,7750
16000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2880.0000000000005,518.4000000000001,6400,6400
16000,0.5,0.27,0.15000000000000002,12.345679012345677,4320,648.0000000000001,8000,8000
16500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,2970.0000000000005,534.6000000000001,6600,6600.000000000001
16500,0.5,0.27,0.15000000000000002,12.345679012345677,4455,668.2500000000001,8250,8250
17000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3060.0000000000005,550.8000000000002,6800,6800.000000000001
17000,0.5,0.27,0.15000000000000002,12.345679012345677,4590,688.5000000000001,8500,8500
17500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3150.0000000000005,567.0000000000001,7000,7000
17500,0.5,0.27,0.15000000000000002,12.345679012345677,4725,708.7500000000001,8750,8750
18000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3240.0000000000005,583.2000000000002,7200,7200.000000000001
18000,0.5,0.27,0.15000000000000002,12.345679012345677,4860,729.0000000000001,9000,9000
18500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3330.0000000000005,599.4000000000002,7400,7400.000000000001
18500,0.5,0.27,0.15000000000000002,12.345679012345677,4995,749.2500000000001,9250,9250
19000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3420.0000000000005,615.6000000000001,7600,7600
19000,0.5,0.27,0.15000000000000002,12.345679012345677,5130,769.5000000000001,9500,9500
19500,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3510.0000000000005,631.8000000000002,7800,7800.000000000001
19500,0.5,0.27,0.15000000000000002,12.345679012345677,5265,789.7500000000001,9750,9750
20000,0.4,0.18000000000000002,0.18000000000000002,12.345679012345677,3600.0000000000005,648.0000000000001,8000,8000
20000,0.5,0.27,0.15000000000000002,12.345679012345677,5400,810.0000000000001,10000,10000
1000,0.4,0.27,0.12,12.34567901234568,270,32.4,400,400.00000000000006
1500,0.4,0.27,0.12,12.34567901234568,405,48.6,600,600.0000000000001
2000,0.4,0.27,0.12,12.34567901234568,540,64.8,800,800.0000000000001
2500,0.4,0.27,0.12,12.34567901234568,675,81,1000,1000.0000000000001
3000,0.4,0.27,0.12,12.34567901234568,810,97.2,1200,1200.0000000000002
3500,0.4,0.27,0.12,12.34567901234568,945.0000000000001,113.4,1400,1400.0000000000002
4000,0.4,0.27,0.12,12.34567901234568,1080,129.6,1600,1600.0000000000002
4500,0.4,0.27,0.12,12.34567901234568,1215,145.79999999999998,1800,1800
5000,0.4,0.27,0.12,12.34567901234568,1350,162,2000,2000.0000000000002
5500,0.4,0.27,0.12,12.34567901234568,1485,178.2,2200,2200
6000,0.4,0.27,0.12,12.34567901234568,1620,194.4,2400,2400.0000000000005
6500,0.4,0.27,0.12,12.34567901234568,1755.0000000000002,210.60000000000002,2600,2600.0000000000005
7000,0.4,0.27,0.12,12.34567901234568,1890.0000000000002,226.8,2800,2800.0000000000005
7500,0.4,0.27,0.12,12.34567901234568,2025.0000000000002,243.00000000000003,3000,3000.000000000001
8000,0.4,0.27,0.12,12.34567901234568,2160,259.2,3200,3200.0000000000005
8500,0.4,0.27,0.12,12.34567901234568,2295,275.4,3400,3400
9000,0.4,0.27,0.12,12.34567901234568,2430,291.59999999999997,3600,3600
9500,0.4,0.27,0.12,12.34567901234568,2565,307.8,3800,3800.0000000000005
10000,0.4,0.27,0.12,12.34567901234568,2700,324,4000,4000.0000000000005
10500,0.4,0.27,0.12,12.34567901234568,2835,340.2,4200,4200
11000,0.4,0.27,0.12,12.34567901234568,2970,356.4,4400,4400
11500,0.4,0.27,0.12,12.34567901234568,3105,372.59999999999997,4600,4600
12000,0.4,0.27,0.12,12.34567901234568,3240,388.8,4800,4800.000000000001
12500,0.4,0.27,0.12,12.34567901234568,3375,405,5000,5000.000000000001
13000,0.4,0.27,0.12,12.34567901234568,3510.0000000000005,421.20000000000005,5200,5200.000000000001
13500,0.4,0.27,0.12,12.34567901234568,3645.0000000000005,437.40000000000003,5400,5400.000000000001
14000,0.4,0.27,0.12,12.34567901234568,3780.0000000000005,453.6,5600,5600.000000000001
14500,0.4,0.27,0.12,12.34567901234568,3915.0000000000005,469.8,5800,5800.000000000001
15000,0.4,0.27,0.12,12.34567901234568,4050.0000000000005,486.00000000000006,6000,6000.000000000002
15500,0.4,0.27,0.12,12.34567901234568,4185,502.2,6200,6200.000000000001
16000,0.4,0.27,0.12,12.34567901234568,4320,518.4,6400,6400.000000000001
16500,0.4,0.27,0.12,12.34567901234568,4455,534.6,6600,6600.000000000001
17000,0.4,0.27,0.12,12.34567901234568,4590,550.8,6800,6800
17500,0.4,0.27,0.12,12.34567901234568,4725,567,7000,7000.000000000001
18000,0.4,0.27,0.12,12.34567901234568,4860,583.1999999999999,7200,7200
18500,0.4,0.27,0.12,12.34567901234568,4995,599.4,7400,7400.000000000001
19000,0.4,0.27,0.12,12.34567901234568,5130,615.6,7600,7600.000000000001
19500,0.4,0.27,0.12,12.34567901234568,5265,631.8,7800,7800
20000,0.4,0.27,0.12,12.34567901234568,5400,648,8000,8000.000000000001
1000,0.4,0.17,0.19,12.383900928792569,170,32.3,400,399.99999999999994
1000,0.4,0.19,0.17,12.383900928792569,190,32.300000000000004,400,400
1500,0.4,0.17,0.19,12.383900928792569,255.00000000000003,48.45,600,600
1500,0.4,0.19,0.17,12.383900928792569,285,48.45,600,600
2000,0.4,0.17,0.19,12.383900928792569,340,64.6,800,799.9999999999999
2000,0.4,0.19,0.17,12.383900928792569,380,64.60000000000001,800,800
2500,0.4,0.17,0.19,12.383900928792569,425.00000000000006,80.75000000000001,1000,1000.0000000000001
2500,0.4,0.19,0.17,12.383900928792569,475,80.75,1000,999.9999999999999
3000,0.4,0.17,0.19,12.383900928792569,510.00000000000006,96.9,1200,1200
3000,0.4,0.19,0.17,12.383900928792569,570,96.9,1200,1200
3500,0.4,0.17,0.19,12.383900928792569,595,113.05,1400,1399.9999999999998
3500,0.4,0.19,0.17,12.383900928792569,665,113.05000000000001,1400,1400
4000,0.4,0.17,0.19,12.383900928792569,680,129.2,1600,1599.9999999999998
4000,0.4,0.19,0.17,12.383900928792569,760,129.20000000000002,1600,1600
4500,0.4,0.17,0.19,12.383900928792569,765,145.35,1800,1799.9999999999998
4500,0.4,0.19,0.17,12.383900928792569,855,145.35000000000002,1800,1800.0000000000002
5000,0.4,0.17,0.19,12.383900928792569,850.0000000000001,161.50000000000003,2000,2000.0000000000002
5000,0.4,0.19,0.17,12.383900928792569,950,161.5,2000,1999.9999999999998
5500,0.4,0.17,0.19,12.383900928792569,935.0000000000001,177.65000000000003,2200,2200.0000000000005
5500,0.4,0.19,0.17,12.383900928792569,1045,177.65,2200,2200
6000,0.4,0.17,0.19,12.383900928792569,1020.0000000000001,193.8,2400,2400
6000,0.4,0.19,0.17,12.383900928792569,1140,193.8,2400,2400
6500,0.4,0.17,0.19,12.383900928792569,1105,209.95,2600,2599.9999999999995
6500,0.4,0.19,0.17,12.383900928792569,1235,209.95000000000002,2600,2600
7000,0.4,0.17,0.19,12.383900928792569,1190,226.1,2800,2799.9999999999995
7000,0.4,0.19,0.17,12.383900928792569,1330,226.10000000000002,2800,2800
7500,0.4,0.17,0.19,12.383900928792569,1275,242.25,3000,3000
7500,0.4,0.19,0.17,12.383900928792569,1425,242.25000000000003,3000,3000
8000,0.4,0.17,0.19,12.383900928792569,1360,258.4,3200,3199.9999999999995
8000,0.4,0.19,0.17,12.383900928792569,1520,258.40000000000003,3200,3200
8500,0.4,0.17,0.19,12.383900928792569,1445,274.55,3400,3400
8500,0.4,0.19,0.17,12.383900928792569,1615,274.55,3400,3400
9000,0.4,0.17,0.19,12.383900928792569,1530,290.7,3600,3599.9999999999995
9000,0.4,0.19,0.17,12.383900928792569,1710,290.70000000000005,3600,3600.0000000000005
9500,0.4,0.17,0.19,12.383900928792569,1615.0000000000002,306.85,3800,3800
9500,0.4,0.19,0.17,12.383900928792569,1805,306.85,3800,3800
10000,0.4,0.17,0.19,12.383900928792569,1700.0000000000002,323.00000000000006,4000,4000.0000000000005
10000,0.4,0.19,0.17,12.383900928792569,1900,323,4000,3999.9999999999995
10500,0.4,0.17,0.19,12.383900928792569,1785.0000000000002,339.15000000000003,4200,4200
10500,0.4,0.19,0.17,12.383900928792569,1995,339.15000000000003,4200,4200
11000,0.4,0.17,0.19,12.383900928792569,1870.0000000000002,355.30000000000007,4400,4400.000000000001
11000,0.4,0.19,0.17,12.383900928792569,2090,355.3,4400,4400
11500,0.4,0.17,0.19,12.383900928792569,1955.0000000000002,371.45000000000005,4600,4600
11500,0.4,0.19,0.17,12.383900928792569,2185,371.45000000000005,4600,4600
12000,0.4,0.17,0.19,12.383900928792569,2040.0000000000002,387.6,4800,4800
12000,0.4,0.19,0.17,12.383900928792569,2280,387.6,4800,4800
12500,0.4,0.17,0.19,12.383900928792569,2125,403.75,5000,5000
12500,0.4,0.19,0.17,12.383900928792569,2375,403.75000000000006,5000,5000
13000,0.4,0.17,0.19,12.383900928792569,2210,419.9,5200,5199.999999999999
13000,0.4,0.19,0.17,12.383900928792569,2470,419.90000000000003,5200,5200
